temperature and humidity,press
-1.0534484,-2.387295
0.57865864,2.6904953
1.759227,-0.4414971
0.17095222,0.9989782
0.009213501,-0.4206228
2.227476,0.48348334
0.42116687,-2.2745383
0.2964243,0.6620143
0.9363609,0.014971907
0.12620391,-0.62976
1.51849,-0.5198405
0.22189105,-0.9674752
0.11946687,-1.2611933
-0.40039924,-1.9560633
1.1186928,-1.502255
1.4744003,-0.8242562
1.1288918,-0.43832585
-0.8003142,-0.48039547
-1.9366857,0.060609173
-2.5620918,-1.3684185
-1.0646461,1.6275705
0.15930426,2.3710487
-0.17646842,1.4086527
-1.3780935,-0.24822237
-0.339645,-0.4556644
1.3039695,0.7372257
1.928806,-0.7556774
-0.85631263,1.4627674
0.3978322,0.12872475
0.8384047,-0.3972459
0.121555306,0.68113476
-0.7401404,1.0725375
-0.043069456,0.7890851
-0.45280448,-0.7161571
1.4257149,-0.095619425
-1.0243431,-0.04026505
0.35903248,-1.9547008
-0.57976776,-0.13129461
0.8258442,-1.4903624
0.19540288,-1.9214313
-0.07252219,0.08596632
-0.004290964,0.69716984
-0.4135018,-1.7284783
2.3199852,-0.8831523
0.93507564,1.6727991
-0.7394184,-2.2557476
-0.7754397,-0.6349781
-0.33847895,-0.094901726
-1.1829165,0.9501728
0.63521105,0.5748429
0.7956631,-1.6857867
0.7115313,-0.28067064
-0.7379191,-0.0011755336
0.8504031,0.052769247
-0.0054067983,2.0546126
-1.3867226,0.78127414
0.4102706,0.49903288
1.1823138,0.058073934
0.7025979,0.4575411
-1.4086747,1.7981147
0.020383365,-0.76532334
0.2046921,1.5563716
0.26018798,2.2147517
-0.31568292,0.66166896
-0.37627777,0.35408354
-0.054907724,-0.042683695
1.1310958,-0.5941802
0.47907472,0.13267636
0.13683844,-1.7195585
0.16662489,1.407997
0.22078204,0.44048446
0.22755775,-0.5622931
1.6111002,1.5317402
0.8992393,0.328277
1.8925028,0.6861721
0.92951995,-0.8885226
0.047737908,0.12776752
-0.7684526,0.6288243
-0.38064754,-0.6591186
-2.2185109,-0.6662407
-0.6107634,0.5514568
0.47548845,-0.29944223
-0.34958115,-1.5216063
-0.5482323,0.5206517
0.46542513,-1.0821966
-0.9198901,-0.19735911
-0.23633528,-0.12849595
0.6727945,1.2899909
1.1310146,-0.5365026
-1.2737579,1.4049075
1.3318672,1.0116017
-0.12232738,-0.9450357
0.08044633,-0.88829523
1.0354968,0.13324918
-0.946105,0.5043634
0.92567056,-0.574972
0.31188047,-0.3150475
0.18006203,1.4596635
1.9322621,-0.17813067
-0.32874978,-0.016570333
1.2801576,0.677524
0.9429274,-0.6809196
1.1302975,1.018414
-0.585935,0.93123627
0.19728611,1.1219605
-0.88086724,-0.124740794
1.0643158,-0.8707373
0.9356487,-0.99362725
-1.4042996,-1.9203491
1.1805731,0.5363884
-0.77076983,-0.35697255
0.7073505,-0.23665914
-0.625491,0.8721669
0.8208894,0.11804559
-0.40027508,-0.47069502
-0.8511442,0.90141493
0.12081509,0.6563831
-0.39356333,-0.58728075
1.4546129,1.0210195
0.559301,-1.1436272
-1.0011407,-0.7854819
-0.74519986,-1.1571823
-0.18259615,0.32156292
2.1958287,1.3969169
-0.20974669,0.50666565
1.6294472,-0.29915923
0.035592366,0.1656845
0.17326462,0.65915996
-1.689976,-0.052021034
-2.4136643,0.6999746
-0.028536746,0.33807924
0.9032303,1.078106
0.6708327,0.05622419
0.93622327,0.5322165
-0.8515684,0.71278924
1.0937754,1.0510297
1.4797224,2.1733682
0.5391724,-0.108766474
1.3689576,1.3059138
0.8890968,-0.14280456
0.13693587,0.36801472
1.6779205,-0.90484303
0.28321066,-0.7579622
0.43138713,-0.21570833
0.81044495,-0.84302956
0.39221027,-0.6799218
-0.053929266,1.3274337
0.5426051,0.0509403
0.64935565,0.84716713
-0.6471751,0.4453332
-0.034920756,1.0947576
0.4384826,-0.51512897
0.19799823,0.99708235
-0.90001565,-1.1119807
-0.415162,-0.46612725
0.66843075,-1.3969693
0.73764753,0.75286424
0.6769948,0.9174324
-0.025223693,-0.61392134
-0.5880883,0.19277279
0.07364005,0.9225364
-0.5455583,-1.3934692
-0.16965912,0.05202424
-1.2575957,-0.9724646
0.3464602,-0.6139587
-0.21075049,1.1324726
0.2651024,-0.47865462
-0.769245,0.8474657
-0.1405674,0.3936454
-0.54122245,-2.1561847
1.0564677,0.21173875
0.5517908,0.4504965
-2.1335433,1.0305659
0.63176423,2.0323842
0.8193081,0.70624673
-0.47122437,-0.12318715
0.25895056,0.08714454
1.2612482,-1.7777101
0.44783503,0.79078186
0.40670556,-1.1022308
-0.51910466,-1.0170631
-0.8305074,-0.7106755
0.26155525,-0.13859208
0.39208552,-0.2211274
0.46820262,0.3508613
1.426858,0.16835102
-2.247589,0.4127374
0.06576816,-0.84108937
0.5150562,0.072846696
-1.1590219,1.46709
1.1100161,2.545383
-0.19072978,0.25468078
1.3718234,0.4519751
-0.32890305,-0.30019715
0.64738995,-0.7365729
-0.2984314,-0.6976666
1.3075067,-1.1562495
0.33032763,0.25563413
-1.9594989,-0.8451107
0.14369196,-0.65003616
0.29987153,0.16096266
-0.921377,-0.24099149
0.90522075,-0.96086735
0.70705646,0.71369505
-0.69103533,2.572719
-1.2346938,1.7993088
-2.7140048,-0.12252211
-1.440316,0.8699987
-0.42235127,-0.2447256
0.076722465,-0.036295358
1.3836873,1.4411314
-0.3167008,-0.7132066
-1.5105962,1.8192089
0.3440799,-0.1910254
-0.7588088,0.60675246
1.8309762,-1.8079822
-0.57321113,-0.2528041
-0.97150445,-1.1207643
-0.45730215,0.34216356
0.63771385,-2.840518
-0.17270462,-0.784593
1.062029,1.0751951
1.1867422,1.0578203
-2.169807,-0.05362716
-0.6880646,-0.62913257
-0.88351923,0.8281369
-0.11322322,-1.1903057
-0.19914706,-1.1030734
1.2676834,-2.0225842
-1.8053511,1.0688684
1.0989552,1.3392439
1.0247914,-0.27775353
-0.70023173,-0.2522631
0.38020706,-0.0014099346
1.6308005,-0.33767754
0.04760394,0.57326365
-0.5712968,0.42561948
-0.26981634,-0.37690797
0.20586641,1.522259
-0.08014464,-0.73453844
-1.0539025,0.5249973
-0.9182594,-2.1935942
-0.88503355,0.02649842
-1.5891595,1.1644936
0.9128612,1.4385118
0.756783,-0.40764934
0.9553555,-0.2523798
1.509475,-0.7257476
1.0556768,-0.9609122
0.3070052,1.2624446
0.4974834,1.1958349
-0.6258961,-0.0920511
0.12718786,0.10552198
0.33589795,0.15057482
-1.5582546,0.8236782
-0.7029573,2.6071827
-1.7307066,-0.11586658
0.42711514,0.11477028
0.043064117,1.0729202
0.5677412,-0.08773243
-2.1075463,-0.47023767
-0.18835956,-0.19907309
-0.47435635,0.63796103
-0.04768084,0.26559687
-0.46035802,0.2291515
0.38689715,-0.20072888
-0.87203825,2.0968523
-1.6176658,0.42368603
1.3583752,-1.0853482
-2.5703726,-1.0951473
0.5535055,-1.2770334
-1.8277808,-0.2571937
-0.014071416,0.10116842
-0.07435194,0.3847533
-0.16038285,0.7759086
-0.4113534,0.59504956
0.64128464,0.2518945
-0.32447016,0.37889946
2.0021467,-0.6250682
-0.93546516,1.1139789
0.17197081,-0.28119236
-0.0033755454,1.2961675
-1.8333079,0.03058895
0.35858783,-0.040770162
0.5899595,-0.29323003
1.775374,-0.76295686
-0.5656502,1.0948277
0.46114987,-0.10067998
1.2084529,0.561072
-1.1649327,-1.4268872
0.050391186,-0.29758856
0.5971449,-0.613961
-0.8064774,0.63963044
0.8183462,0.1761963
0.86437166,-0.736267
-0.4659846,-0.527351
0.7256405,1.0056734
0.8503141,-0.051440183
1.9867144,1.2443681
-0.62621063,0.3815462
-0.14367662,0.30624777
-1.7741138,0.30092373
0.18769002,-0.81202954
-0.8224397,-0.92447203
0.7038518,0.32996604
1.3769553,1.8995632
0.24915601,-1.487392
-1.5354316,2.1120863
2.1594198,-0.87104106
1.1253562,-4.9866757
-1.0680145,-0.066992305
1.7527094,-0.113128796
-0.025053144,-1.052053
0.9319118,-1.0799546
0.549963,0.31248173
0.6627659,0.11728119
0.57767457,0.3899281
-1.6083221,2.1675916
1.0111272,-0.42840812
-0.22545329,-0.9736014
-1.5812804,0.069547765
-0.27636603,-0.504405
-0.18608414,0.018674094
0.4676158,1.3505348
1.2780954,0.32981047
0.35019842,0.3768333
0.0839483,2.0250008
1.7365307,2.7084222
0.028037446,-1.2271824
0.11470735,0.45144114
1.3589845,0.6997254
0.7803195,-0.47756758
-0.6647168,-0.81576943
0.8923197,-0.07733424
-0.76722926,-1.2804396
-0.52983487,-1.5822412
-2.0331945,0.7070973
-0.2962162,-1.1050706
-0.97844607,0.9407552
-1.3192956,-1.422222
-1.6773175,1.9712058
0.16942437,1.6336014
-1.0745871,0.9576296
-1.4122889,-1.5951902
-0.8389094,1.7742283
4.258312,1.3646506
0.32830644,0.3370018
1.9806312,-1.0040765
-0.9981136,0.8302417
0.59479344,1.0056869
0.6777504,-1.0559679
0.6113548,-1.1164216
0.94994456,0.5878041
1.2390035,0.17674981
0.9622566,-1.3117714
-0.21819656,-2.0659547
0.75047666,-1.9932023
0.21548608,2.1090264
-0.65898997,-0.9222038
-0.6589605,-1.1123369
-0.11047562,-0.40444365
0.16418244,-0.4998439
0.41650543,-0.10432548
0.19107184,1.6922464
-0.7102403,1.0509121
0.794531,1.182386
-0.40721163,0.16189368
0.0707497,1.6775353
1.225699,-0.03339376
-0.6793592,0.0006769233
0.7888324,-0.6325223
-0.9958267,0.8747197
-0.8687082,-1.1104923
0.38752553,-0.008120496
-1.0818758,-0.085750006
-1.1602777,0.012748033
-0.11140159,-0.22745809
-0.25237465,-1.2409143
1.0805432,0.0483528
0.5365378,-0.5497201
-0.37415022,0.04695619
0.5787593,-1.7085332
0.2468103,-0.19780557
-1.6742824,-1.1697718
1.2059239,1.969766
0.655501,-0.892692
3.0155253,1.1520029
-0.5047392,-1.5567268
0.41450962,-0.7390436
-1.9618642,-0.02682613
-0.93569064,-0.20515104
0.0010377626,-0.033196602
0.5368924,-0.49689162
-0.90155816,-1.4087931
1.098483,-0.43641356
-1.2810622,0.17875654
0.88144135,1.109819
-1.8719327,0.531075
-1.2600982,1.2655246
1.9081025,0.91262823
0.6677087,0.6558536
0.5983887,0.031058261
-0.50022477,0.9236337
1.0650439,-1.9353446
1.2322494,0.68741226
0.2313331,-0.24310626
-1.2006701,0.7148319
0.48406813,-0.62610704
-0.31668717,0.05947548
-2.797976,0.18753524
-1.1784469,-0.035941187
0.9936331,-1.3964522
1.6540825,1.1497276
-1.7190795,0.24634759
0.93800974,-0.4852576
-1.4555181,0.1755379
2.1867952,1.2832102
-1.2123401,-0.19977893
-1.3004682,-0.4340423
3.5489578,-0.47130647
0.17536592,0.22299984
0.05247685,0.8950264
-0.4255766,-0.21859527
0.06472817,-1.4163184
2.1288276,0.31274548
1.9977598,0.86323273
0.97256076,0.19268198
0.56328297,-0.1977335
1.1237594,-0.45554444
0.8160894,-0.50582314
-0.50776225,0.17566788
0.583918,-0.23442344
1.1216277,-1.5061364
-1.324403,-0.61807346
0.25992242,0.9335242
-0.8154565,1.0227501
-0.9938445,1.5582607
-0.80346036,1.6517873
1.5690963,0.87617785
0.5214086,-0.5350707
0.37931502,-0.6434045
-2.2872784,-0.3139523
-0.59442043,1.2108536
-0.34094572,-0.43146744
1.4033918,0.07389713
-0.45052886,-3.6349423
0.07683686,-0.28764248
-1.5350301,0.0018529685
-0.068405524,-1.7727547
-0.14445934,0.503532
1.0352465,0.9649599
-0.55580705,1.1783158
0.36734214,1.293953
0.27253827,-1.6135279
-0.8765261,-1.1982664
-1.244965,0.9478233
-0.61109155,-1.4877752
-0.26684842,-1.1082635
-0.08899374,-1.9510933
-0.11576489,0.8253744
0.19151466,1.1051129
-2.5886858,1.2718083
1.2221295,1.2278275
-0.47215912,-1.393274
-0.29448438,-0.064281575
-0.06131714,0.9764323
-0.62699145,-0.4418239
0.53826624,0.12843862
0.43782198,0.038445983
-1.6510468,-0.7360631
-0.91856176,0.073963545
-0.39554703,1.0180187
0.3464695,0.106198296
-0.60758877,-0.5292075
0.38920844,-0.91087914
1.1190938,0.35547203
1.3125408,-0.0135841565
2.0921576,-1.3256922
-0.6903295,0.77562886
-0.92294127,-0.9663417
-0.949697,-0.51718736
-0.503217,-0.3104286
-0.47812,-0.37648338
0.83895445,0.37519208
1.0562224,-0.8087048
-0.3072133,-0.50717396
2.727042,1.053006
-1.2850963,-0.3443815
-0.7230891,-1.0655223
0.46587917,0.92215294
-1.124542,-0.4428347
-0.32467535,-0.30527893
1.1029389,-0.012762004
-0.5353397,-1.052536
-0.17630956,0.97860706
-0.46141163,1.1301888
2.8308277,1.3695449
1.6716466,0.31980368
-0.1502299,-1.1728193
-0.97721446,-0.97769046
-3.336259,-1.5299567
0.50011915,1.0988461
1.4874046,1.4204104
-1.7615665,1.5060189
1.7246934,-0.7746374
1.3043102,-0.34045896
-0.044246048,-1.427808
-0.34323558,-0.65445244
0.7968705,-0.49090496
-0.37628928,0.45739773
0.3764828,0.24050316
-0.036231305,-0.06566805
0.0006705805,1.0106193
-1.2974175,-0.22644132
-0.5267106,0.33834797
-0.92117953,1.1655159
0.19081312,0.08733121
1.1966836,-0.8978453
0.7129549,-0.29244924
0.6262419,0.9971695
-2.8811681,-0.101353444
0.9413467,-2.0438852
-0.736455,-2.371166
0.51092523,-0.26606497
0.68661326,0.102793366
-0.1990074,-0.32541206
-1.2282876,0.6553812
1.8583001,-0.16742599
1.3461832,1.2816089
-0.53964484,0.11607293
-0.119301125,1.7295989
-1.412083,-1.188055
0.6706178,0.17839824
0.5458289,-1.1577588
-0.7040443,0.16309318
-0.66400343,-0.78615344
0.5180744,-0.5599671
-0.5836074,0.05192688
-1.5481063,0.3519822
-0.04333947,1.7100391
0.8286318,-0.9240005
1.098838,2.4989958
-1.5301098,-1.1269783
0.2340837,1.4646047
0.22701372,0.24186498
0.88500506,-1.4400318
-0.2592468,0.14433342
1.7117506,-1.288427
-0.061360985,0.24722515
-1.2910863,0.02306094
1.1621453,-0.25664502
0.95054,1.2580131
0.28675884,-0.22518897
-0.6524162,1.7219396
0.21034278,-0.54075754
0.28937143,0.056984156
-1.5998759,0.27272275
-0.92540467,-1.420959
-2.6072562,0.017793346
-0.11151777,-0.30896518
-0.3110801,-0.41790968
0.8524595,-0.5085544
-1.4648747,-0.6219125
0.20064253,-0.54000723
0.26599208,0.31326735
0.6118919,-0.47389033
0.48147666,-1.2057152
-0.48172063,-1.5960927
-0.28451744,0.44824457
-0.3967733,-0.4308646
-0.41370732,0.1823442
2.142739,-0.5583245
-1.1324344,-0.5398898
0.64770406,0.25632054
0.38525233,-0.78598434
-1.1637203,0.41012838
-0.11440625,-0.099668615
1.4841385,1.9314418
1.6189903,-0.565641
0.53517044,0.04836823
-0.23513158,1.0463241
0.19205739,1.1715255
-0.12330407,-0.7280117
-0.9220775,0.8068131
0.1466003,2.4697278
0.887356,-0.5107746
0.27357683,0.29134887
0.3103885,0.09714783
0.54569674,-0.18684553
0.49978295,-0.6066351
-0.032584306,0.31445867
-0.20880361,-0.77205914
1.1500815,-1.0458
-0.6055799,-1.4746168
-0.23653252,-0.54434645
0.75009966,-0.6621812
-0.4024149,1.4531217
-1.3706671,0.118080236
0.7266441,0.5800566
0.7701687,-1.1690081
0.10829296,-0.7036206
-1.1537584,-0.6255128
0.3392157,-1.0533247
0.6767874,0.7586618
-0.17230378,-0.14800149
1.3580034,0.70514166
-0.5478051,-0.6858964
0.51671267,0.5845751
0.673749,-0.24488941
1.0000676,2.492592
-0.039967347,-0.047834143
0.48527342,-1.8974252
0.6007546,0.84767485
-0.043857925,-2.5281239
-0.31150383,0.37695128
1.2787857,0.59093016
0.42894194,-0.21549678
1.3721366,-1.3286746
-0.18581267,0.4554607
0.5496119,1.3912611
1.7347404,0.5715574
-1.4002337,-1.5343086
-0.4880137,1.9055148
1.1543853,0.8737864
2.2633412,0.28045812
-0.035330016,1.2359948
0.3927728,0.85287774
0.20850174,-0.21249157
-0.6022625,-1.2314882
-0.21018542,-0.75678974
1.9091746,1.4137359
0.62168217,-1.2755378
-0.14075156,-0.36511868
0.038776726,-0.027123744
-0.73916095,-0.1385586
-0.7516703,-0.59931743
-1.4567512,2.826834
-0.8871573,-1.1834177
1.5144278,-0.3707488
0.70067924,1.3774363
1.2231611,0.63687557
0.96453387,1.3892847
0.42981097,-1.4013807
0.5370043,1.0574183
0.044111125,-0.051480867
-2.0928226,-2.0821986
0.45941934,-0.36538413
-1.3355812,-0.9367929
-0.31332344,0.48874992
-1.0466071,-0.73664635
-1.0983344,0.5712232
1.6124563,0.4533319
0.74941355,-0.057434447
0.13387804,1.718421
-0.14249846,1.5629458
-0.3986395,-0.14900637
1.3285384,0.30379868
-1.4076574,-1.5343356
-1.4198266,-0.72317207
1.3977865,0.40765285
-0.6363008,-0.72220683
0.35503528,1.4207566
0.5308094,-0.36723322
-2.2465105,1.5744154
1.177933,-0.44346428
1.2824788,-0.6745709
-1.1019789,-0.07033635
0.44896728,0.8754615
0.25659692,-0.782202
-0.36540404,-2.2335558
1.1654503,-0.25009754
-1.3699461,0.044777352
-0.56516886,-0.041928757
1.2927626,0.114976026
-0.54372144,-0.104182646
0.45640108,0.7581853
0.02240042,-2.1497555
0.79963756,0.086267084
1.0546486,-0.1873967
2.5657828,-0.7437136
0.40008464,0.6972941
1.1723248,-0.87219536
-0.97371775,0.3113106
0.39207268,0.9083234
-0.7195161,0.36119235
-1.0312805,0.7612407
-1.3148503,-1.5444688
-0.07503405,0.3730241
0.26041302,-0.729246
-1.1130258,0.7880266
-0.4236308,-1.5789992
-0.24472441,0.5385009
1.0699955,-0.33650237
0.63364327,-0.8270507
0.43019313,-2.0305276
-0.30535212,1.4282922
0.6196549,1.3336725
-1.0153944,-1.2428757
-0.7714081,-0.56084484
0.38127947,-0.6517981
0.8721821,-0.2533295
-1.3986634,1.3598521
-0.47501436,-0.8787844
-0.24914707,0.06610975
-1.4990004,0.5606959
-0.69353044,0.6248443
0.23389255,1.9738011
-0.060368516,1.1736583
-1.7832104,-1.6901762
1.1927985,-1.311908
1.4407556,-1.5125704
1.6195407,0.19501427
-0.3244727,-0.74700665
1.5680022,-0.66376764
2.008653,0.83647424
0.12289806,-0.5267092
0.55429065,-0.015650688
0.55699086,-1.449092
-0.0814592,0.2769249
0.26650685,0.5205121
1.2491525,-1.4119406
0.74741834,-1.5046729
0.1672212,-0.9189902
-1.7354653,0.6773577
0.46199778,-1.4723634
0.0640824,0.22439559
2.0999036,0.48419398
0.6801578,-0.10629079
-0.09776744,0.47748765
0.8063178,-1.2940373
1.1368604,-0.62855995
-0.6819443,0.49698326
-0.71555895,0.6486635
0.27527413,-0.3317143
-0.196093,-0.97550815
-0.5439804,0.9738893
-0.3850497,-0.41982573
-0.25325075,-0.0947614
-0.0844273,0.81317705
-1.1320788,1.4091203
0.55458814,-0.74117947
-0.25771233,1.606648
1.6692628,0.3603706
1.9325875,-2.0127904
0.65315366,0.32092255
1.0706191,0.26822188
0.6391863,2.254032
0.37797576,1.5394
-0.31324545,0.88325506
-1.4656273,-2.3259697
-0.11300455,0.53117925
-0.47632223,-0.075670704
0.976099,0.7516157
0.95307404,-1.3817832
-0.8605548,-1.8087385
1.2068999,-1.5688697
-0.032579046,-1.677923
-1.4775014,-2.9502583
-1.9757798,-0.32841745
0.49036628,0.9565571
-1.0900908,-0.5578971
-0.46887302,2.5741024
0.9815363,1.1853839
0.93277663,0.28304127
0.95171857,1.1801584
0.1641766,1.3548218
-0.97934866,-0.46059826
-1.0677857,1.1045825
-0.56037605,-1.0108662
-1.062361,-0.34078163
0.7449347,0.78288954
1.118274,0.07326074
-1.8364549,1.6223656
0.05383284,-0.24139927
0.33893195,0.15899374
-0.34381053,0.04591695
-0.9426035,-0.7749726
-0.40096277,0.29486406
-0.6193595,1.0647258
-0.8824164,0.14333908
-0.18356399,-0.72129357
0.8685573,-1.7148589
1.7036464,-2.0418868
-0.15914698,-0.991466
-0.918174,0.57049143
0.25285846,-0.54101443
0.16281496,-0.915841
0.40139154,1.3610089
-0.4125368,0.39550143
-0.83808833,1.5760989
0.18838288,0.8721174
1.364435,0.2725108
0.18354498,-0.42769325
0.9123586,-0.9439562
-0.46578947,1.0607727
-0.106290005,-1.4221803
-0.46823397,-0.33682004
0.6442524,0.4245288
-0.73592573,0.055691082
1.2830849,0.04849644
0.3031074,2.4172013
-0.08310247,-0.8089928
0.08182077,1.0529699
0.120610856,0.18613327
-0.580794,1.748806
0.3795552,-0.5351538
-0.20865992,0.602368
-1.4949422,1.741882
-0.6659332,-0.65552354
-0.2487363,0.20251872
1.686774,-1.1925184
-0.081256464,1.4307318
-0.20114636,0.5430972
-0.23749167,-0.78957844
-0.37211052,0.44320348
0.41562292,-1.2887641
0.0075380853,-0.3621788
-0.6511315,-0.78585446
-0.15714686,-0.40188122
-0.9419056,-1.477184
-1.5956339,-1.2623215
0.8709458,-0.06996791
-0.66189355,0.43052608
-1.2812797,0.0014544083
0.7147964,1.0269397
-0.20545775,-1.1984311
1.9083931,-0.14645599
-0.38393238,-0.04426451
0.24175693,0.90869755
1.4225273,0.20369923
-0.30384183,0.3717576
0.50319535,0.74996376
2.6741204,0.7100717
-0.61732185,1.7415104
0.10263463,-1.5453987
-0.88905424,-1.2147292
1.7051393,-0.7086847
-0.076648936,0.36912423
-0.42474845,0.57124734
-0.6708588,0.0803465
0.7852736,1.3294152
-2.7754118,1.3134509
0.22033216,-0.18477093
-0.410752,-0.39190006
-1.2557285,-0.80245954
0.7891266,-0.048769142
0.11583327,-0.29767758
0.93161464,0.338071
0.039291043,-1.1894274
0.381275,-0.4259447
0.8354789,0.9134956
-0.9865431,0.27877593
-0.14285381,0.30388358
1.630971,0.0708865
-0.15083607,-0.61238587
-1.1444507,0.6209816
-0.9335367,1.8611978
1.7573036,-1.411985
0.38637617,-1.2787012
0.5860087,1.9246347
-0.82835835,0.75832045
0.37759113,-0.2596365
-0.26291296,-2.1575203
0.81888425,-0.9335312
-1.1666383,-0.87752914
-1.4395977,-1.6122899
0.94544816,1.3311665
-0.33837,-0.53653026
-0.47875634,-0.4388648
-0.8478615,-0.10362021
-0.9305255,0.71059483
-1.7779512,-0.98366886
0.0072597563,-0.44900185
-1.1269704,-0.6412739
-0.6420685,1.1151116
1.5125983,-1.4511943
-0.44709224,-0.4665356
-0.6018502,0.57811755
0.18172261,-1.1925311
-1.5765126,-1.45596
1.2732427,-0.93151885
1.7404171,1.9583064
0.17484765,-1.7230241
2.3936117,0.55500406
-1.7803134,0.394108
-1.5550323,0.5599094
1.8388754,-1.1480472
-0.4263205,0.22842658
-0.094520934,1.2047483
